a,p,q,f,l,T,m,M,price,qty,trade_size_usd,symbol
3987121273,63474.56,0.00016,6402590138,6402590138,2026-06-12 03:44:41.783,True,True,63474.56,0.00016,10.1559296,BTCUSDT
3987121274,63474.57,0.012,6402590139,6402590139,2026-06-12 03:44:42.039,False,True,63474.57,0.012,761.69484,BTCUSDT
3987121275,63474.57,0.012,6402590140,6402590140,2026-06-12 03:44:42.056,False,True,63474.57,0.012,761.69484,BTCUSDT
3987121276,63474.57,0.00064,6402590141,6402590141,2026-06-12 03:44:42.750,False,True,63474.57,0.00064,40.623724800000005,BTCUSDT
3987121277,63474.56,0.0002,6402590142,6402590142,2026-06-12 03:44:43.298,True,True,63474.56,0.0002,12.694912,BTCUSDT
3987121278,63474.56,0.02178,6402590143,6402590143,2026-06-12 03:44:43.593,True,True,63474.56,0.02178,1382.4759168,BTCUSDT
3987121279,63474.56,0.00018,6402590144,6402590144,2026-06-12 03:44:43.655,True,True,63474.56,0.00018,11.4254208,BTCUSDT
3987121280,63474.57,0.00223,6402590145,6402590145,2026-06-12 03:44:43.782,False,True,63474.57,0.00223,141.5482911,BTCUSDT
3987121281,63474.57,0.0005,6402590146,6402590146,2026-06-12 03:44:43.794,False,True,63474.57,0.0005,31.737285,BTCUSDT
3987121282,63474.56,0.0002,6402590147,6402590147,2026-06-12 03:44:44.682,True,True,63474.56,0.0002,12.694912,BTCUSDT
3987121283,63474.57,0.00157,6402590148,6402590148,2026-06-12 03:44:45.133,False,True,63474.57,0.00157,99.6550749,BTCUSDT
3987121284,63474.56,0.00046,6402590149,6402590149,2026-06-12 03:44:45.179,True,True,63474.56,0.00046,29.1982976,BTCUSDT
3987121285,63474.57,0.00135,6402590150,6402590150,2026-06-12 03:44:45.747,False,True,63474.57,0.00135,85.6906695,BTCUSDT
3987121286,63474.56,0.01605,6402590151,6402590151,2026-06-12 03:44:45.929,True,True,63474.56,0.01605,1018.7666879999998,BTCUSDT
3987121287,63474.56,0.00049,6402590152,6402590152,2026-06-12 03:44:45.986,True,True,63474.56,0.00049,31.102534399999996,BTCUSDT
3987121288,63474.57,0.00012,6402590153,6402590153,2026-06-12 03:44:46.307,False,True,63474.57,0.00012,7.6169484,BTCUSDT
3987121289,63474.57,0.00147,6402590154,6402590154,2026-06-12 03:44:47.017,False,True,63474.57,0.00147,93.3076179,BTCUSDT
3987121290,63474.56,0.00433,6402590155,6402590155,2026-06-12 03:44:47.646,True,True,63474.56,0.00433,274.8448448,BTCUSDT
3987121291,63474.56,0.0008,6402590156,6402590156,2026-06-12 03:44:47.728,True,True,63474.56,0.0008,50.779648,BTCUSDT
3987121292,63474.57,0.00105,6402590157,6402590157,2026-06-12 03:44:47.941,False,True,63474.57,0.00105,66.6482985,BTCUSDT
3987121293,63474.56,0.0001,6402590158,6402590159,2026-06-12 03:44:50.187,True,True,63474.56,0.0001,6.347456,BTCUSDT
3987121294,63474.57,0.00039,6402590160,6402590160,2026-06-12 03:44:50.227,False,True,63474.57,0.00039,24.755082299999998,BTCUSDT
3987121295,63474.56,0.0008,6402590161,6402590168,2026-06-12 03:44:51.312,True,True,63474.56,0.0008,50.779648,BTCUSDT
3987121296,63474.57,0.0019,6402590169,6402590169,2026-06-12 03:44:51.383,False,True,63474.57,0.0019,120.601683,BTCUSDT
3987121297,63474.56,0.03158,6402590170,6402590179,2026-06-12 03:44:52.331,True,True,63474.56,0.03158,2004.5266047999996,BTCUSDT
3987121298,63474.57,0.0001,6402590180,6402590180,2026-06-12 03:44:53.222,False,True,63474.57,0.0001,6.347457,BTCUSDT
3987121299,63474.57,0.00275,6402590181,6402590181,2026-06-12 03:44:53.568,False,True,63474.57,0.00275,174.55506749999998,BTCUSDT
3987121300,63474.56,0.0064,6402590182,6402590182,2026-06-12 03:44:53.877,True,True,63474.56,0.0064,406.237184,BTCUSDT
3987121301,63474.56,0.00022,6402590183,6402590183,2026-06-12 03:44:53.913,True,True,63474.56,0.00022,13.9644032,BTCUSDT
3987121302,63474.57,0.0016,6402590184,6402590184,2026-06-12 03:44:53.946,False,True,63474.57,0.0016,101.559312,BTCUSDT
3987121303,63474.57,9e-05,6402590185,6402590185,2026-06-12 03:44:54.436,False,True,63474.57,9e-05,5.7127113000000005,BTCUSDT
3987121304,63474.56,0.00064,6402590186,6402590186,2026-06-12 03:44:54.653,True,True,63474.56,0.00064,40.6237184,BTCUSDT
3987121305,63474.57,0.00093,6402590187,6402590187,2026-06-12 03:44:56.009,False,True,63474.57,0.00093,59.031350100000004,BTCUSDT
3987121306,63474.56,0.0502,6402590188,6402590188,2026-06-12 03:44:57.417,True,True,63474.56,0.0502,3186.422912,BTCUSDT
3987121307,63474.56,0.00209,6402590189,6402590189,2026-06-12 03:44:58.585,True,True,63474.56,0.00209,132.66183039999999,BTCUSDT
3987121308,63474.57,0.00089,6402590190,6402590190,2026-06-12 03:44:59.571,False,True,63474.57,0.00089,56.4923673,BTCUSDT
3987121309,63474.56,0.0026,6402590191,6402590191,2026-06-12 03:44:59.750,True,True,63474.56,0.0026,165.033856,BTCUSDT
3987121310,63474.56,0.00161,6402590192,6402590192,2026-06-12 03:45:00.782,True,True,63474.56,0.00161,102.1940416,BTCUSDT
3987121311,63474.56,0.0332,6402590193,6402590221,2026-06-12 03:45:02.386,True,True,63474.56,0.0332,2107.355392,BTCUSDT
3987121312,63474.57,0.00018,6402590222,6402590222,2026-06-12 03:45:02.904,False,True,63474.57,0.00018,11.425422600000001,BTCUSDT
3987121313,63474.57,0.00041,6402590223,6402590223,2026-06-12 03:45:04.226,False,True,63474.57,0.00041,26.024573699999998,BTCUSDT
3987121314,63474.57,0.0003,6402590224,6402590224,2026-06-12 03:45:05.567,False,True,63474.57,0.0003,19.042371,BTCUSDT
3987121315,63474.56,0.0001,6402590225,6402590225,2026-06-12 03:45:05.954,True,True,63474.56,0.0001,6.347456,BTCUSDT
3987121316,63474.56,0.0308,6402590226,6402590240,2026-06-12 03:45:06.376,True,True,63474.56,0.0308,1955.016448,BTCUSDT
3987121317,63474.57,0.00047,6402590241,6402590241,2026-06-12 03:45:06.404,False,True,63474.57,0.00047,29.8330479,BTCUSDT
3987121318,63474.56,0.0308,6402590242,6402590244,2026-06-12 03:45:06.544,True,True,63474.56,0.0308,1955.016448,BTCUSDT
3987121319,63474.57,0.01102,6402590245,6402590245,2026-06-12 03:45:06.581,False,True,63474.57,0.01102,699.4897614,BTCUSDT
3987121320,63474.57,0.00011,6402590246,6402590246,2026-06-12 03:45:06.770,False,True,63474.57,0.00011,6.9822027,BTCUSDT
3987121321,63474.57,9e-05,6402590247,6402590247,2026-06-12 03:45:07.492,False,True,63474.57,9e-05,5.7127113000000005,BTCUSDT
3987121322,63474.57,0.00011,6402590248,6402590248,2026-06-12 03:45:07.558,False,True,63474.57,0.00011,6.9822027,BTCUSDT
3987121323,63474.56,0.0134,6402590249,6402590250,2026-06-12 03:45:07.818,True,True,63474.56,0.0134,850.559104,BTCUSDT
3987121324,63474.57,0.00033,6402590251,6402590251,2026-06-12 03:45:08.873,False,True,63474.57,0.00033,20.9466081,BTCUSDT
3987121325,63474.57,0.00337,6402590252,6402590252,2026-06-12 03:45:09.350,False,True,63474.57,0.00337,213.9093009,BTCUSDT
3987121326,63474.57,0.00462,6402590253,6402590253,2026-06-12 03:45:09.882,False,True,63474.57,0.00462,293.2525134,BTCUSDT
3987121327,63474.56,0.00032,6402590254,6402590254,2026-06-12 03:45:10.466,True,True,63474.56,0.00032,20.3118592,BTCUSDT
3987121328,63474.56,0.1,6402590255,6402590255,2026-06-12 03:45:10.713,True,True,63474.56,0.1,6347.456,BTCUSDT
3987121329,63474.57,0.00063,6402590256,6402590256,2026-06-12 03:45:11.011,False,True,63474.57,0.00063,39.9889791,BTCUSDT
3987121330,63474.57,0.00408,6402590257,6402590257,2026-06-12 03:45:11.847,False,True,63474.57,0.00408,258.9762456,BTCUSDT
3987121331,63474.57,0.0003,6402590258,6402590258,2026-06-12 03:45:11.969,False,True,63474.57,0.0003,19.042371,BTCUSDT
3987121332,63474.56,9e-05,6402590259,6402590259,2026-06-12 03:45:12.114,True,True,63474.56,9e-05,5.7127104,BTCUSDT
3987121333,63474.56,0.04727,6402590260,6402590260,2026-06-12 03:45:12.253,True,True,63474.56,0.04727,3000.4424512,BTCUSDT
3987121334,63474.56,0.04727,6402590261,6402590261,2026-06-12 03:45:12.260,True,True,63474.56,0.04727,3000.4424512,BTCUSDT
3987121335,63474.56,0.01398,6402590262,6402590262,2026-06-12 03:45:12.267,True,True,63474.56,0.01398,887.3743487999999,BTCUSDT
3987121336,63474.57,0.0001,6402590263,6402590263,2026-06-12 03:45:12.274,False,True,63474.57,0.0001,6.347457,BTCUSDT
3987121337,63474.57,0.00037,6402590264,6402590264,2026-06-12 03:45:12.981,False,True,63474.57,0.00037,23.4855909,BTCUSDT
3987121338,63474.57,0.00036,6402590265,6402590265,2026-06-12 03:45:13.047,False,True,63474.57,0.00036,22.850845200000002,BTCUSDT
3987121339,63474.57,0.00023,6402590266,6402590266,2026-06-12 03:45:13.261,False,True,63474.57,0.00023,14.5991511,BTCUSDT
3987121340,63474.57,0.00118,6402590267,6402590267,2026-06-12 03:45:13.454,False,True,63474.57,0.00118,74.8999926,BTCUSDT
3987121341,63474.56,0.1,6402590268,6402590268,2026-06-12 03:45:13.581,True,True,63474.56,0.1,6347.456,BTCUSDT
3987121342,63474.57,0.19952,6402590269,6402590316,2026-06-12 03:45:13.736,False,True,63474.57,0.19952,12664.4462064,BTCUSDT
3987121343,63474.58,0.00079,6402590317,6402590324,2026-06-12 03:45:13.736,False,True,63474.58,0.00079,50.1449182,BTCUSDT
3987121344,63474.59,0.00016,6402590325,6402590325,2026-06-12 03:45:13.736,False,True,63474.59,0.00016,10.1559344,BTCUSDT
3987121345,63474.94,0.00045,6402590326,6402590329,2026-06-12 03:45:13.736,False,True,63474.94,0.00045,28.563723,BTCUSDT
3987121346,63474.95,9e-05,6402590330,6402590330,2026-06-12 03:45:13.736,False,True,63474.95,9e-05,5.7127455000000005,BTCUSDT
3987121347,63475.6,0.017,6402590331,6402590331,2026-06-12 03:45:13.740,False,True,63475.6,0.017,1079.0852,BTCUSDT
3987121348,63475.6,0.0835,6402590332,6402590333,2026-06-12 03:45:13.740,False,True,63475.6,0.0835,5300.2126,BTCUSDT
3987121349,63475.6,0.00112,6402590334,6402590346,2026-06-12 03:45:13.743,False,True,63475.6,0.00112,71.092672,BTCUSDT
3987121350,63475.61,0.00054,6402590347,6402590352,2026-06-12 03:45:13.743,False,True,63475.61,0.00054,34.276829400000004,BTCUSDT
3987121351,63475.9,0.00027,6402590353,6402590355,2026-06-12 03:45:13.743,False,True,63475.9,0.00027,17.138493,BTCUSDT
3987121352,63475.91,0.0252,6402590356,6402590358,2026-06-12 03:45:13.745,False,True,63475.91,0.0252,1599.592932,BTCUSDT
3987121353,63475.91,0.00016,6402590359,6402590360,2026-06-12 03:45:13.791,False,True,63475.91,0.00016,10.156145600000002,BTCUSDT
3987121354,63475.91,0.00016,6402590361,6402590363,2026-06-12 03:45:13.791,False,True,63475.91,0.00016,10.156145600000002,BTCUSDT
3987121355,63475.91,0.005,6402590364,6402590370,2026-06-12 03:45:13.944,False,True,63475.91,0.005,317.37955000000005,BTCUSDT
3987121356,63475.91,0.01712,6402590371,6402590371,2026-06-12 03:45:14.148,False,True,63475.91,0.01712,1086.7075792,BTCUSDT
3987121357,63475.91,0.002,6402590372,6402590372,2026-06-12 03:45:14.239,False,True,63475.91,0.002,126.95182000000001,BTCUSDT
3987121358,63475.91,9e-05,6402590373,6402590373,2026-06-12 03:45:14.777,False,True,63475.91,9e-05,5.7128319,BTCUSDT
3987121359,63475.91,0.00026,6402590374,6402590374,2026-06-12 03:45:14.806,False,True,63475.91,0.00026,16.5037366,BTCUSDT
3987121360,63475.91,0.00025,6402590375,6402590375,2026-06-12 03:45:15.424,False,True,63475.91,0.00025,15.868977500000002,BTCUSDT
3987121361,63475.9,0.0136,6402590376,6402590376,2026-06-12 03:45:15.922,True,True,63475.9,0.0136,863.27224,BTCUSDT
3987121362,63475.91,0.00157,6402590377,6402590377,2026-06-12 03:45:17.325,False,True,63475.91,0.00157,99.6571787,BTCUSDT
3987121363,63475.9,9e-05,6402590378,6402590378,2026-06-12 03:45:17.365,True,True,63475.9,9e-05,5.712831,BTCUSDT
3987121364,63475.91,0.0002,6402590379,6402590379,2026-06-12 03:45:17.429,False,True,63475.91,0.0002,12.695182,BTCUSDT
3987121365,63475.9,0.00369,6402590380,6402590380,2026-06-12 03:45:17.449,True,True,63475.9,0.00369,234.22607100000002,BTCUSDT
3987121366,63475.91,0.0036,6402590381,6402590381,2026-06-12 03:45:17.667,False,True,63475.91,0.0036,228.51327600000002,BTCUSDT
3987121367,63475.9,0.1,6402590382,6402590382,2026-06-12 03:45:18.586,True,True,63475.9,0.1,6347.59,BTCUSDT
3987121368,63475.91,0.03,6402590383,6402590383,2026-06-12 03:45:19.067,False,True,63475.91,0.03,1904.2773,BTCUSDT
3987121369,63475.91,0.0095,6402590384,6402590384,2026-06-12 03:45:19.748,False,True,63475.91,0.0095,603.021145,BTCUSDT
3987121370,63475.9,0.0095,6402590385,6402590385,2026-06-12 03:45:19.751,True,True,63475.9,0.0095,603.02105,BTCUSDT
3987121371,63475.91,9e-05,6402590386,6402590386,2026-06-12 03:45:20.269,False,True,63475.91,9e-05,5.7128319,BTCUSDT
3987121372,63475.91,0.00011,6402590387,6402590387,2026-06-12 03:45:20.544,False,True,63475.91,0.00011,6.982350100000001,BTCUSDT
3987121373,63475.91,0.00017,6402590388,6402590388,2026-06-12 03:45:20.912,False,True,63475.91,0.00017,10.790904700000002,BTCUSDT
3987121374,63475.91,0.00012,6402590389,6402590389,2026-06-12 03:45:21.120,False,True,63475.91,0.00012,7.617109200000001,BTCUSDT
3987121375,63475.9,0.022,6402590390,6402590390,2026-06-12 03:45:21.211,True,True,63475.9,0.022,1396.4697999999999,BTCUSDT
3987121376,63475.91,0.00053,6402590391,6402590395,2026-06-12 03:45:22.234,False,True,63475.91,0.00053,33.6422323,BTCUSDT
3987121377,63475.91,0.007,6402590396,6402590413,2026-06-12 03:45:22.328,False,True,63475.91,0.007,444.33137000000005,BTCUSDT
3987121378,63475.91,0.001,6402590414,6402590425,2026-06-12 03:45:22.360,False,True,63475.91,0.001,63.475910000000006,BTCUSDT
3987121379,63475.91,0.00138,6402590426,6402590439,2026-06-12 03:45:22.438,False,True,63475.91,0.00138,87.5967558,BTCUSDT
3987121380,63475.92,0.00079,6402590440,6402590447,2026-06-12 03:45:22.438,False,True,63475.92,0.00079,50.1459768,BTCUSDT
3987121381,63475.93,0.00016,6402590448,6402590448,2026-06-12 03:45:22.438,False,True,63475.93,0.00016,10.1561488,BTCUSDT
3987121382,63476.45,9e-05,6402590449,6402590449,2026-06-12 03:45:22.438,False,True,63476.45,9e-05,5.7128805,BTCUSDT
3987121383,63477.8,0.00027,6402590450,6402590452,2026-06-12 03:45:22.438,False,True,63477.8,0.00027,17.139006000000002,BTCUSDT
3987121384,63477.81,0.00652,6402590453,6402590453,2026-06-12 03:45:22.438,False,True,63477.81,0.00652,413.8753212,BTCUSDT
3987121385,63477.81,0.01572,6402590454,6402590454,2026-06-12 03:45:22.460,False,True,63477.81,0.01572,997.8711732,BTCUSDT
3987121386,63477.81,0.00516,6402590455,6402590472,2026-06-12 03:45:22.540,False,True,63477.81,0.00516,327.54549959999997,BTCUSDT
3987121387,63477.82,0.00072,6402590473,6402590480,2026-06-12 03:45:22.540,False,True,63477.82,0.00072,45.7040304,BTCUSDT
3987121388,63478.7,8e-05,6402590481,6402590481,2026-06-12 03:45:22.540,False,True,63478.7,8e-05,5.078296,BTCUSDT
3987121389,63478.99,9e-05,6402590482,6402590482,2026-06-12 03:45:22.540,False,True,63478.99,9e-05,5.7131091000000005,BTCUSDT
3987121390,63479.25,8e-05,6402590483,6402590483,2026-06-12 03:45:22.540,False,True,63479.25,8e-05,5.078340000000001,BTCUSDT
3987121391,63480.92,0.003,6402590484,6402590484,2026-06-12 03:45:22.540,False,True,63480.92,0.003,190.44276,BTCUSDT
3987121392,63480.99,9e-05,6402590485,6402590485,2026-06-12 03:45:22.540,False,True,63480.99,9e-05,5.7132891,BTCUSDT
3987121393,63481.54,0.00045,6402590486,6402590489,2026-06-12 03:45:22.540,False,True,63481.54,0.00045,28.566693,BTCUSDT
3987121394,63481.54,9e-05,6402590490,6402590490,2026-06-12 03:45:22.669,True,True,63481.54,9e-05,5.7133386,BTCUSDT
3987121395,63481.54,0.01763,6402590491,6402590491,2026-06-12 03:45:23.588,True,True,63481.54,0.01763,1119.1795502,BTCUSDT
3987121396,63481.54,0.00056,6402590492,6402590492,2026-06-12 03:45:24.361,True,True,63481.54,0.00056,35.549662399999995,BTCUSDT
3987121397,63481.55,0.00111,6402590493,6402590493,2026-06-12 03:45:24.856,False,True,63481.55,0.00111,70.4645205,BTCUSDT
3987121398,63481.55,0.0001,6402590494,6402590494,2026-06-12 03:45:24.885,False,True,63481.55,0.0001,6.348155,BTCUSDT
3987121399,63481.55,0.009,6402590495,6402590495,2026-06-12 03:45:24.969,False,True,63481.55,0.009,571.33395,BTCUSDT
3987121400,63481.54,0.00202,6402590496,6402590496,2026-06-12 03:45:25.023,True,True,63481.54,0.00202,128.2327108,BTCUSDT
3987121401,63481.55,0.03293,6402590497,6402590497,2026-06-12 03:45:25.589,False,True,63481.55,0.03293,2090.4474415,BTCUSDT
3987121402,63481.55,0.00018,6402590498,6402590498,2026-06-12 03:45:25.950,False,True,63481.55,0.00018,11.426679000000002,BTCUSDT
3987121403,63481.55,0.00017,6402590499,6402590500,2026-06-12 03:45:28.194,False,True,63481.55,0.00017,10.791863500000002,BTCUSDT
3987121404,63481.55,0.00209,6402590501,6402590519,2026-06-12 03:45:28.349,False,True,63481.55,0.00209,132.6764395,BTCUSDT
3987121405,63481.55,0.00056,6402590520,6402590520,2026-06-12 03:45:28.714,False,True,63481.55,0.00056,35.549668,BTCUSDT
3987121406,63481.55,8e-05,6402590521,6402590521,2026-06-12 03:45:29.733,False,True,63481.55,8e-05,5.078524000000001,BTCUSDT
3987121407,63481.55,9e-05,6402590522,6402590522,2026-06-12 03:45:30.447,False,True,63481.55,9e-05,5.713339500000001,BTCUSDT
3987121408,63481.54,0.00018,6402590523,6402590524,2026-06-12 03:45:30.547,True,True,63481.54,0.00018,11.4266772,BTCUSDT
